id,title,kind,category,platform,sourceUrl,sourceFile,author,tags,summary,materialUrls,searchQueries,applicableScene,applicableSubject,replicability,shootingRisk,coreFocus,priceTier,worth,whyWorth,licenseClass,shotSizeNormalized,cameraMovement,compositionNormalized,workflowStage,seoTitle,seoKeywords,usageNote,status,priority
"00-小红书收藏-设计专辑-深紫与金-配色美学的高级表达-3","深紫与金：配色美学的高级表达💜","obsidian_table_row","综合参考","小红书/Obsidian","https://www.xiaohongshu.com/board/69fca2af000000003400e8ff","摄影姿势库/00_小红书收藏_设计专辑.md","","收藏；设计；小红书；UI设计；配色","配色","https://www.xiaohongshu.com/board/69fca2af000000003400e8ff","深紫与金：配色美学的高级表达💜 综合参考 收藏 设计 小红书 UI设计 配色；深紫与金：配色美学的高级表达💜 摄影参考；综合参考 人像拍摄；收藏 设计 小红书 pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","发布表达","99-399","中","适合作为检索补充或局部灵感。","platform-link-only","medium-shot","static","saliency-focus","inspiration","深紫与金：配色美学的高级表达💜 - 综合参考摄影参考","深紫与金：配色美学的高级表达💜；综合参考；收藏；设计；小红书；UI设计；配色；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-小红书收藏-设计专辑-华为设计师都在用的渐变配色分享-4","华为设计师都在用的渐变配色分享","obsidian_table_row","综合参考","小红书/Obsidian","https://www.xiaohongshu.com/board/69fca2af000000003400e8ff","摄影姿势库/00_小红书收藏_设计专辑.md","","收藏；设计；小红书；UI设计；配色","渐变配色","https://www.xiaohongshu.com/board/69fca2af000000003400e8ff","华为设计师都在用的渐变配色分享 综合参考 收藏 设计 小红书 UI设计 配色；华为设计师都在用的渐变配色分享 摄影参考；综合参考 人像拍摄；收藏 设计 小红书 pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","发布表达","99-399","中","适合作为检索补充或局部灵感。","platform-link-only","medium-shot","static","saliency-focus","inspiration","华为设计师都在用的渐变配色分享 - 综合参考摄影参考","华为设计师都在用的渐变配色分享；综合参考；收藏；设计；小红书；UI设计；配色；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-小红书收藏-设计专辑-7-个-vibecoder-都应该知道的网站-5","7 个 vibecoder 都应该知道的网站","obsidian_table_row","姿势/引导","小红书/Obsidian","https://www.xiaohongshu.com/board/69fca2af000000003400e8ff","摄影姿势库/00_小红书收藏_设计专辑.md","","收藏；设计；小红书；UI设计；配色","工具","https://www.xiaohongshu.com/board/69fca2af000000003400e8ff","7 个 vibecoder 都应该知道的网站 姿势/引导 收藏 设计 小红书 UI设计 配色；7 个 vibecoder 都应该知道的网站 摄影参考；姿势/引导 人像拍摄；收藏 设计 小红书 pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；发布表达","199-399","中","适合作为检索补充或局部灵感。","platform-link-only","long-shot","static","saliency-focus","shot-planning","7 个 vibecoder 都应该知道的网站 - 姿势/引导摄影参考","7 个 vibecoder 都应该知道的网站；姿势/引导；收藏；设计；小红书；UI设计；配色；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-小红书收藏-设计专辑-赶紧用agenui做出你的第一个小猫补光灯-6","赶紧用AGenUI做出你的第一个小猫补光灯","obsidian_table_row","综合参考","小红书/Obsidian","https://www.xiaohongshu.com/board/69fca2af000000003400e8ff","摄影姿势库/00_小红书收藏_设计专辑.md","","收藏；设计；小红书；UI设计；配色","工具","https://www.xiaohongshu.com/board/69fca2af000000003400e8ff","赶紧用AGenUI做出你的第一个小猫补光灯 综合参考 收藏 设计 小红书 UI设计 配色；赶紧用AGenUI做出你的第一个小猫补光灯 摄影参考；综合参考 人像拍摄；收藏 设计 小红书 pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","发布表达","99-399","中","适合作为检索补充或局部灵感。","platform-link-only","medium-shot","static","saliency-focus","inspiration","赶紧用AGenUI做出你的第一个小猫补光灯 - 综合参考摄影参考","赶紧用AGenUI做出你的第一个小猫补光灯；综合参考；收藏；设计；小红书；UI设计；配色；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-小红书收藏-设计专辑-故事板skill-mmhub一句出片-无需提示词-7","故事板Skill！MMhub一句出片，无需提示词！","obsidian_table_row","综合参考","小红书/Obsidian","https://www.xiaohongshu.com/board/69fca2af000000003400e8ff","摄影姿势库/00_小红书收藏_设计专辑.md","","收藏；设计；小红书；UI设计；配色","AI工具","https://www.xiaohongshu.com/board/69fca2af000000003400e8ff","故事板Skill！MMhub一句出片，无需提示词！ 综合参考 收藏 设计 小红书 UI设计 配色；故事板Skill！MMhub一句出片，无需提示词！ 摄影参考；综合参考 人像拍摄；收藏 设计 小红书 pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","发布表达","99-399","中","适合作为检索补充或局部灵感。","platform-link-only","medium-shot","static","saliency-focus","inspiration","故事板Skill！MMhub一句出片，无需提示词！ - 综合参考摄影参考","故事板Skill！MMhub一句出片，无需提示词！；综合参考；收藏；设计；小红书；UI设计；配色；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-小红书收藏-设计专辑-vibecoding必装的6个设计类claude-skills-8","Vibecoding必装的6个设计类Claude skills","obsidian_table_row","综合参考","小红书/Obsidian","https://www.xiaohongshu.com/board/69fca2af000000003400e8ff","摄影姿势库/00_小红书收藏_设计专辑.md","","收藏；设计；小红书；UI设计；配色","AI工具","https://www.xiaohongshu.com/board/69fca2af000000003400e8ff","Vibecoding必装的6个设计类Claude skills 综合参考 收藏 设计 小红书 UI设计 配色；Vibecoding必装的6个设计类Claude skills 摄影参考；综合参考 人像拍摄；收藏 设计 小红书 pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","发布表达","99-399","中","适合作为检索补充或局部灵感。","platform-link-only","medium-shot","static","saliency-focus","inspiration","Vibecoding必装的6个设计类Claude skills - 综合参考摄影参考","Vibecoding必装的6个设计类Claude skills；综合参考；收藏；设计；小红书；UI设计；配色；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"00-小红书收藏-设计专辑-基础干货-让ui界面更高级的小技巧15-9","🔥基础干货｜让UI界面更高级的小技巧15","obsidian_table_row","构图/技巧","小红书/Obsidian","https://www.xiaohongshu.com/board/69fca2af000000003400e8ff","摄影姿势库/00_小红书收藏_设计专辑.md","","收藏；设计；小红书；UI设计；配色","UI设计","https://www.xiaohongshu.com/board/69fca2af000000003400e8ff","🔥基础干货｜让UI界面更高级的小技巧15 构图/技巧 收藏 设计 小红书 UI设计 配色；🔥基础干货｜让UI界面更高级的小技巧15 摄影参考；构图/技巧 人像拍摄；收藏 设计 小红书 pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","构图镜头；发布表达","99-399","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","platform-link-only","medium-shot","static","saliency-focus","shot-planning","🔥基础干货｜让UI界面更高级的小技巧15 - 构图/技巧摄影参考","🔥基础干货｜让UI界面更高级的小技巧15；构图/技巧；收藏；设计；小红书；UI设计；配色；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"doc-摄影姿势库-00-小红书收藏-调色专辑-md","小红书收藏 - 调色专辑","obsidian_note","调色/后期","小红书/Obsidian","https://www.xiaohongshu.com/board/6a0452c50000000032021c94","摄影姿势库/00_小红书收藏_调色专辑.md","","收藏；调色；小红书；摄影","小红书收藏 调色专辑 来源：RoKing📷 的小红书收藏夹 调色专辑 共 1 个收藏 🎨 调色教程 标题 类型 私藏干货！日系漫画调色参数分享✨ 日系/漫画风 精选 日系漫画调色参数分享 — 适合二次元/漫画风后期参考 更新记录 2026 05 24：整理调色专辑，共1个收藏","https://www.xiaohongshu.com/board/6a0452c50000000032021c94","小红书收藏 - 调色专辑 调色/后期 收藏 调色 小红书 摄影；小红书收藏 - 调色专辑 摄影参考；调色/后期 人像拍摄；收藏 调色 小红书 pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","色彩后期；发布表达","99-399","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","platform-link-only","medium-shot","static","saliency-focus","publishing","小红书收藏 - 调色专辑 - 调色/后期摄影参考","小红书收藏 - 调色专辑；调色/后期；收藏；调色；小红书；摄影；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 笔记抽取，可作为拍摄方案和参考检索的源材料。","待复核链接","中"
"00-小红书收藏-调色专辑-私藏干货-日系漫画调色参数分享-1","私藏干货！日系漫画调色参数分享✨","obsidian_table_row","调色/后期","小红书/Obsidian","https://www.xiaohongshu.com/board/6a0452c50000000032021c94","摄影姿势库/00_小红书收藏_调色专辑.md","","收藏；调色；小红书；摄影","日系/漫画风","https://www.xiaohongshu.com/board/6a0452c50000000032021c94","私藏干货！日系漫画调色参数分享✨ 调色/后期 收藏 调色 小红书 摄影；私藏干货！日系漫画调色参数分享✨ 摄影参考；调色/后期 人像拍摄；收藏 调色 小红书 pose reference","通用人像场景","单人女生/普通客片","中等","常规沟通和审美匹配风险","色彩后期；发布表达","99-399","高","可直接转化为拍摄选题、姿势引导或成片风格参考。","platform-link-only","medium-shot","static","saliency-focus","color-grading","私藏干货！日系漫画调色参数分享✨ - 调色/后期摄影参考","私藏干货！日系漫画调色参数分享✨；调色/后期；收藏；调色；小红书；摄影；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 表格抽取；建议复核原链接后补充作品截图、视频链接和授权备注。","待复核","中"
"doc-摄影姿势库-姿势示意图-readme-真实参考-md","README_真实参考","obsidian_note","姿势/引导","Obsidian","https://www.pexels.com/photo/woman-leaning-on-wall-2218614/","摄影姿势库/姿势示意图/README_真实参考.md","","","姿势示意图库 · 真实参考版 真实摄影师作品，来自 Pexels.com（免费商用） 用途：拍摄时对照参考，快速引导模特 站姿类 1. 靠墙站 动作： 侧身靠墙，一只手插兜或自然下垂 引导： ""背靠墙，肩膀放松往下沉，头低点一点，眼神放空，像在想事情"" 来源： Pexels https://www.pexels.com/photo/woman leaning","https://www.pexels.com/photo/woman-leaning-on-wall-2218614/；https://www.pexels.com/photo/close-up-photo-of-a-beautiful-woman-standing-near-street-13631460/；https://www.pexels.com/photo/lens-flares-on-portrait-of-woman-by-river-9584793/；https://www.pexels.com/photo/pretty-girl-smiling-on-the-street-17898393/；https://www.pexels.com/photo/portrait-of-a-woman-sitting-on-steps-15921524/；https://www.pexels.com/photo/young-woman-in-sunlight-on-urban-steps-33521738/","README_真实参考 姿势/引导；README_真实参考 摄影参考；姿势/引导 人像拍摄； pose reference","通用人像场景","单人女生/普通客片","容易","常规沟通和审美匹配风险","姿势引导；构图镜头；光线氛围","199-399","中","适合作为检索补充或局部灵感。","public-domain","close-up","static","saliency-focus","shot-planning","README_真实参考 - 姿势/引导摄影参考","README_真实参考；姿势/引导；摄影参考；人像摄影；拍摄姿势；moodboard","从 Obsidian 笔记抽取，可作为拍摄方案和参考检索的源材料。","待复核链接","中"
